cohort,source,model,scale,weight,iterate,converged,a,beta,c,b,m,h2,r,theta,weighted_R2
1780-1859,published,unrestricted,log,equal,False,True,-0.5488653406890458,-0.2702227258726234,0.16177311816008758,0.763209488905841,0.5264189778116819,0.57760482339282,0.7944482137058095,1.0,0.7549247548242238
1780-1859,published,unrestricted,level,equal,False,True,-0.41515671058033693,-0.2881109911851938,0.06325237622108651,0.7496783799293077,0.4993567598586155,0.6602368065043366,0.5972582499701291,1.0,0.9640028092149386
1780-1859,published,ph_fixed,log,equal,False,True,-0.5624317524048497,-0.26886135922333065,0.23192778100687794,0.764249204406888,0.528498408813776,0.5698217123654475,0.9274802931251426,1.0,0.7540554618371017
1780-1859,published,ph_fixed,level,equal,False,True,-0.4292442364196921,-0.29842583784964527,0.16113045684100302,0.7419853070355884,0.4839706140711768,0.6510009116310114,0.7434254014462768,1.0,0.9538953453253255
1780-1859,published,ph_free,log,equal,False,True,-0.5488653398675666,-0.2702227261859497,0.16177312958895196,0.7632094886667073,0.5264189773334147,0.662622125690272,0.7944482336520672,0.871695648957697,0.7549247548242238
1780-1859,published,ph_free,level,equal,False,True,-0.41515670977395464,-0.28811099133238827,0.06325237495032193,0.7496783798189592,0.4993567596379186,0.8360818147869707,0.5972582477052824,0.7896796645492937,0.9640028092149386
1780-1859,published,genetic,log,equal,False,True,-0.46925690393070335,-0.2817257796172582,0.0,0.7544805501136367,0.5089611002272734,0.625466877614868,0.31833831018658054,1.0,0.7511452355060682
1780-1859,published,genetic,level,equal,False,True,-0.3747424409416284,-0.2956761350745432,0.0,0.7440283536916925,0.488056707383385,0.6874663191686443,0.3355225481704238,1.0,0.9611980454233311
1780-1859,published,unrestricted,log,N,False,True,-0.5696893257181374,-0.2631324914772003,0.18371705595881724,0.7686400523085462,0.5372801046170923,0.5657011602037428,0.8473122503350281,1.0,0.7298428173350333
1780-1859,published,unrestricted,level,N,False,True,-0.42009643633050553,-0.2840012389963897,0.0699474361405304,0.7527657120316189,0.5055314240632378,0.6569834596859417,0.6146098970848153,1.0,0.9587532624987541
1780-1859,published,ph_fixed,log,N,False,True,-0.5764612172426096,-0.26237110001955444,0.24129914075863493,0.7692255111317684,0.5384510222635368,0.5618832351889524,0.9582970064633879,1.0,0.7294726119600283
1780-1859,published,ph_fixed,level,N,False,True,-0.4359427767368825,-0.28706135757077217,0.16751763777887596,0.7504656806732667,0.5009313613465334,0.646654728570403,0.7746504265946857,1.0,0.9516850728754678
1780-1859,published,ph_free,log,N,False,True,-0.5696893200133468,-0.2631324922042944,0.1837170251605046,0.7686400517496725,0.5372801034993452,0.6340993420254671,0.847312192097759,0.8921333392713556,0.7298428173350333
1780-1859,published,ph_free,level,N,False,True,-0.42009643517946005,-0.2840012393892965,0.06994743541094284,0.7527657117358522,0.5055314234717044,0.8225240552751406,0.6146098952724249,0.7987407252452862,0.9587532624987541
1780-1859,published,genetic,log,N,False,True,-0.5107032251196983,-0.27169660160376197,0.0,0.7620854415189316,0.5241708830378633,0.6000734436823874,0.3145410268625685,1.0,0.7265281598329976
1780-1859,published,genetic,level,N,False,True,-0.38456258562549356,-0.2913776153184063,0.0,0.7472334579359892,0.4944669158719782,0.6807483401992622,0.3366075322632974,1.0,0.9561309624971733
1780-1859,published,unrestricted,log,normal_corr,False,True,-0.5298893189753998,-0.2681871024527388,0.15690389816498573,0.7647646783687544,0.5295293567375088,0.5886701206849075,0.7893706686476061,1.0,0.7780556585195635
1780-1859,published,unrestricted,log,normal_corr,True,True,-0.5361711329010805,-0.2682049293194895,0.16203761244062367,0.7647510451322568,0.5295020902645136,0.5849837950512309,0.7985483434799989,1.0,0.7714746205887857
1780-1859,published,unrestricted,level,normal_corr,False,True,-0.42951497421331486,-0.2806831699825529,0.0790670985653681,0.7552675890202615,0.510535178040523,0.6508246849372396,0.6348173885360464,1.0,0.9691511734880643
1780-1859,published,unrestricted,level,normal_corr,True,False,-0.42901741470851545,-0.28148338451258453,0.07899709134312262,0.754663454672245,0.5093269093444901,0.6511485895194076,0.6333953537160986,1.0,0.9687368133382277
1780-1859,published,ph_fixed,log,normal_corr,False,True,-0.54025769247619,-0.267034815416747,0.22200455676089131,0.7656464147023347,0.5312928294046695,0.582598101880997,0.9119371101438856,1.0,0.7774203197608214
1780-1859,published,ph_fixed,log,normal_corr,True,False,-0.5476034106369486,-0.26691531159205073,0.22556038564965802,0.7657379178446355,0.531475835689271,0.5783341803796561,0.9189770442763313,1.0,0.7739594501148486
1780-1859,published,ph_fixed,level,normal_corr,False,True,-0.4440338415741532,-0.286731829892919,0.1711609184557654,0.7507130206367711,0.5014260412735424,0.6414437129950299,0.7817147960376495,1.0,0.9610332857610019
1780-1859,published,ph_fixed,level,normal_corr,True,False,-0.4439776522376706,-0.2883996589141077,0.17061250811327744,0.7494620032059489,0.49892400641189777,0.6414797563042693,0.7777704619804807,1.0,0.9614210821784966
1780-1859,published,ph_free,log,normal_corr,False,True,-0.5298893260145094,-0.26818710139869073,0.15690391982848403,0.7647646791748531,0.5295293583497063,0.6708246861868166,0.7893707092977177,0.8775319821448201,0.7780556585195634
1780-1859,published,ph_free,log,normal_corr,True,False,-0.5361711331590694,-0.26820492930308804,0.16203761836735975,0.7647510451447999,0.5295020902895996,0.6630808109805788,0.798548354169019,0.8822209679619961,0.7714746206961185
1780-1859,published,ph_free,level,normal_corr,False,True,-0.4295149735103442,-0.2806831703056677,0.07906709869414064,0.7552675887762234,0.5105351775524467,0.8042236823180063,0.6348173882183324,0.8092582943079771,0.9691511734880643
1780-1859,published,ph_free,level,normal_corr,True,False,-0.42901741455270836,-0.28148338461151196,0.07899709114566643,0.7546634545975881,0.5093269091951761,0.8041216383989327,0.633395353231987,0.8097637950862105,0.9687368133438161
1780-1859,published,genetic,log,normal_corr,False,True,-0.4690242872077526,-0.27715931946422634,0.0,0.7579337338943952,0.5158674677887906,0.6256123885937404,0.32273307872114965,1.0,0.7748632655221339
1780-1859,published,genetic,log,normal_corr,True,False,-0.47669771092347946,-0.2769199471530417,0.0,0.7581151839601967,0.5162303679203933,0.6208301711100737,0.3204913876482341,1.0,0.7650512125387967
1780-1859,published,genetic,level,normal_corr,False,True,-0.3843657489900598,-0.2903833287652901,0.0,0.7479767915973468,0.49595358319469346,0.6808823496006713,0.3376860410184749,1.0,0.9650503377617305
1780-1859,published,genetic,level,normal_corr,True,True,-0.3882779095157616,-0.2899686059684507,0.0,0.7482870589573556,0.4965741179147113,0.6782238322140215,0.33678840123041287,1.0,0.9643599320901243
1780-1859,published,unrestricted,log,normal_log,False,True,-0.4755686568844369,-0.25146874728087754,0.09207082710162769,0.7776577611495723,0.5553155222991446,0.6215315177769642,0.7053140040560724,1.0,0.974026091080075
1780-1859,published,unrestricted,log,normal_log,True,True,-0.40050837986605636,-0.3012866531787179,0.07407521111255817,0.7398656575038581,0.47973131500771626,0.6699793554278812,0.5935045950527553,1.0,0.8848175077816522
1780-1859,published,unrestricted,level,normal_log,False,True,-0.4718410745407145,-0.25522137695213126,0.09825069898627603,0.7747449682956639,0.5494899365913277,0.6238526511088561,0.7094582416934287,1.0,0.9920542162129239
1780-1859,published,unrestricted,level,normal_log,True,True,-0.45541516411573374,-0.2682177074379465,0.09463367312853267,0.7647412731152461,0.5294825462304922,0.6341846225881902,0.6812930100901224,1.0,0.9834446311588516
1780-1859,published,ph_fixed,log,normal_log,False,True,-0.4890481089009595,-0.2577805544948688,0.20101418322272366,0.7727647932619359,0.545529586523872,0.6132098254335302,0.8896295589167879,1.0,0.9489695310184638
1780-1859,published,ph_fixed,log,normal_log,True,True,-0.41449010087949545,-0.3073777629160967,0.15219644209953037,0.7353727518748608,0.47074550374972174,0.6606770734912237,0.7125198113234892,1.0,0.8778229263029134
1780-1859,published,ph_fixed,level,normal_log,False,True,-0.4406024342479037,-0.29909784240930404,0.16577710406055082,0.7414868570251585,0.48297371405031697,0.6436485483318289,0.7503686838136437,1.0,0.953157546529399
1780-1859,published,ph_fixed,level,normal_log,True,False,-0.42080295597630085,-0.3170831380714955,0.15185176974006787,0.7282702056283288,0.45654041125665756,0.6565194518993211,0.695395102058102,1.0,0.9504234879569889
1780-1859,published,ph_free,log,normal_log,False,True,-0.4755686569309378,-0.25146874723841095,0.09207082696870024,0.7776577611825968,0.5553155223651935,0.7873309182763693,0.7053140039018084,0.7894158648166948,0.974026091080075
1780-1859,published,ph_free,log,normal_log,True,False,-0.40050838079586876,-0.30128665294089085,0.07407521233867045,0.7398656576798182,0.4797313153596364,0.8083026104143147,0.5935045973855494,0.8288719424789588,0.884817507785288
1780-1859,published,ph_free,level,normal_log,False,True,-0.47184107423030913,-0.25522137727347455,0.09825069921335237,0.7747449680467048,0.5494899360934096,0.7745204776346309,0.7094582415322835,0.805469538013683,0.9920542162129239
1780-1859,published,ph_free,level,normal_log,True,False,-0.4554151654220869,-0.2682177064446023,0.0946336732343339,0.7647412738748974,0.5294825477497949,0.7771730202303841,0.6812930119381084,0.8160147164806677,0.9834446311391483
1780-1859,published,genetic,log,normal_log,False,True,-0.41903063617431646,-0.2636407843552903,0.0,0.7682494573208778,0.5364989146417555,0.6576840460360913,0.3528467768755613,1.0,0.9616102627039147
1780-1859,published,genetic,log,normal_log,True,True,-0.36374906862652995,-0.30876187654790416,0.0,0.7343556165023815,0.468711233004763,0.6950655866241018,0.32578504812576164,1.0,0.8764713341473803
1780-1859,published,genetic,level,normal_log,False,True,-0.39861698928201195,-0.27580500997111773,0.0,0.7589609061429199,0.5179218122858397,0.6712477472062506,0.34765384972584845,1.0,0.9592658462071433
1780-1859,published,genetic,level,normal_log,True,True,-0.40324155650817917,-0.27978485866893754,0.0,0.7559463592681367,0.5118927185362734,0.668150683682758,0.34202146986223664,1.0,0.9539334120660736
1780-1859,published,unrestricted,log,student_corr,False,True,-0.5484225382399153,-0.2658478579461927,0.16940052686160367,0.7665557439949069,0.5331114879898138,0.5778606448582536,0.8161154455113546,1.0,0.7549499898685719
1780-1859,published,unrestricted,level,student_corr,False,True,-0.42495667354520233,-0.2823121944041855,0.07467340128587294,0.7540382412635013,0.5080764825270025,0.653798111270522,0.625000928947655,1.0,0.9643629479056439
1780-1859,published,ph_fixed,log,student_corr,False,True,-0.5568745374405616,-0.2649000700491269,0.23078898286430044,0.7672826206595313,0.5345652413190628,0.5729971492328685,0.9329282737876471,1.0,0.7544632528327042
1780-1859,published,ph_fixed,level,student_corr,False,True,-0.44034072614798925,-0.2866845376037485,0.16955697712023446,0.750748524413548,0.501497048827096,0.6438170184144566,0.7789434489665163,1.0,0.9568050350850058
1780-1859,published,ph_free,log,student_corr,False,True,-0.5484225453579452,-0.2658478567117887,0.1694005300770275,0.7665557449411464,0.5331114898822927,0.6532304804858124,0.816115453592756,0.8846198363482135,0.7549499898685719
1780-1859,published,ph_free,level,student_corr,False,True,-0.42495667216195093,-0.28231219496507454,0.07467340116837713,0.7540382408405695,0.508076481681139,0.8129211638657198,0.6250009278452789,0.8042577081716684,0.9643629479056439
1780-1859,published,genetic,log,student_corr,False,True,-0.4885090694948105,-0.2746105650663774,0.0,0.7598679847500257,0.5197359695000514,0.613540458797877,0.31887904518082094,1.0,0.7517160651406194
1780-1859,published,genetic,level,student_corr,False,True,-0.384709391677979,-0.29080756185939005,0.0,0.7476595423872975,0.49531908477459496,0.6806484095580925,0.33713814727559804,1.0,0.9610629205443938
1780-1859,published,unrestricted,log,student_log,False,True,-0.4753404743732986,-0.2514468335616999,0.08932921635865666,0.7776748027100877,0.5553496054201754,0.621673356581394,0.7006823678131822,1.0,0.9721207938147395
1780-1859,published,unrestricted,level,student_log,False,True,-0.47132092658799135,-0.25508742748679164,0.09597985678141058,0.774848751920667,0.5496975038413341,0.624177231195647,0.705809212968276,1.0,0.9920404886815335
1780-1859,published,ph_fixed,log,student_log,False,True,-0.4894229384023429,-0.25613128541906244,0.2017410298761057,0.7740403419106715,0.548080683821343,0.6129800193721558,0.894124876015884,1.0,0.9502223732018712
1780-1859,published,ph_fixed,level,student_log,False,True,-0.44463669624450086,-0.29412727915757997,0.16909063893349577,0.7451816393157711,0.4903632786315422,0.6410571321946142,0.7649291365854052,1.0,0.9549613532058281
1780-1859,published,ph_free,log,student_log,False,True,-0.47534047466400603,-0.2514468334674443,0.08932921668986593,0.777674802783388,0.555349605566776,0.7925839588721411,0.7006823685367628,0.7843627787841172,0.9721207938147395
1780-1859,published,ph_free,level,student_log,False,True,-0.47132092545478016,-0.25508742802575257,0.09597985597771833,0.7748487515030538,0.5496975030061076,0.7788188290686873,0.7058092106779656,0.8014408596789625,0.9920404886815335
1780-1859,published,genetic,log,student_log,False,True,-0.4236870384131219,-0.2623310058033888,0.0,0.7692563532439829,0.5385127064879659,0.6546287234975341,0.35252588563541937,1.0,0.9621786663058766
1780-1859,published,genetic,level,student_log,False,True,-0.40313571896287265,-0.2738935525336799,0.0,0.7604130149916937,0.5208260299833875,0.6682214028533195,0.3480271003980242,1.0,0.9645942707737657
1780-1859,published,unrestricted,log,inverse_se_corr,False,True,-0.5384810653975285,-0.26928081714209445,0.15890360441447898,0.7639287012496835,0.527857402499367,0.5836340814469531,0.7909925579694372,1.0,0.7654352044775531
1780-1859,published,unrestricted,level,inverse_se_corr,False,True,-0.4226447820892489,-0.28426550604604534,0.07159193583759661,0.7525668071409803,0.5051336142819607,0.6553113701089657,0.6168399730353882,1.0,0.9664934531813237
1780-1859,published,ph_fixed,log,inverse_se_corr,False,True,-0.5501593213051146,-0.26803811001928013,0.22635620116011487,0.7648786310080375,0.5297572620160751,0.5768578973057612,0.9183496741404226,1.0,0.7647063471763703
1780-1859,published,ph_fixed,level,inverse_se_corr,False,True,-0.43720725121950155,-0.29199571344543884,0.1665409525753484,0.7467717370442919,0.49354347408858384,0.6458375669159705,0.7641913375299186,1.0,0.9575267101769477
1780-1859,published,ph_free,log,inverse_se_corr,False,True,-0.5384810664811712,-0.2692808168055119,0.15890360531870412,0.7639287015068086,0.5278574030136172,0.6673354840223521,0.7909925601917144,0.8745737260914987,0.7654352044775533
1780-1859,published,ph_free,level,inverse_se_corr,False,True,-0.42264478246003934,-0.2842655057483161,0.0715919362372015,0.7525668073650414,0.5051336147300829,0.8189054469364061,0.616839974162866,0.8002283686322483,0.9664934531813237
1780-1859,published,genetic,log,inverse_se_corr,False,True,-0.4700035236172803,-0.27927546560008226,0.0,0.7563315311976011,0.5126630623952022,0.625000066017788,0.3204144478418828,1.0,0.7620143829163994
1780-1859,published,genetic,level,inverse_se_corr,False,True,-0.3797014048424519,-0.2929538950267064,0.0,0.7460565368210048,0.4921130736420095,0.6840656374068382,0.33663764339715957,1.0,0.9630418293671137
1780-1859,published,unrestricted,log,inverse_se_log,False,True,-0.4679023475704305,-0.2598370928667998,0.08188126148524076,0.7711772058388812,0.5423544116777623,0.6263146818217407,0.6739587817914436,1.0,0.9173892745322879
1780-1859,published,unrestricted,level,inverse_se_log,False,True,-0.45915335815970776,-0.2619255667095963,0.08461237201596918,0.7695683030767918,0.5391366061535836,0.6318183429709875,0.6750348748501145,1.0,0.9878154482117447
1780-1859,published,ph_fixed,log,inverse_se_log,False,True,-0.4914024068160525,-0.2592728859133501,0.20162214374929976,0.7716124321480669,0.5432248642961338,0.6117678449119063,0.8879591642714687,1.0,0.9084576255348166
1780-1859,published,ph_fixed,level,inverse_se_log,False,True,-0.4488446048123417,-0.28967464895032363,0.1723389422233632,0.7485070555230928,0.49701411104618576,0.6383652898806682,0.7785732071038736,1.0,0.9636311800284646
1780-1859,published,ph_free,log,inverse_se_log,False,True,-0.4679023480801254,-0.259837092898923,0.08188126393535977,0.7711772058141084,0.5423544116282167,0.804729344025085,0.673958785839069,0.778292336613225,0.9173892745322879
1780-1859,published,ph_free,level,inverse_se_log,False,True,-0.4591533576737592,-0.2619255672972919,0.08461237280494198,0.7695683026245199,0.5391366052490397,0.7986796313293864,0.6750348751872607,0.7910785733027517,0.9878154482117447
1780-1859,published,genetic,log,inverse_se_log,False,True,-0.42398959529912555,-0.26720571724038633,0.0,0.7655155755144456,0.5310311510288912,0.6544306910290183,0.34752308312577224,1.0,0.9140820361605733
1780-1859,published,genetic,level,inverse_se_log,False,True,-0.40196321905352705,-0.27509867043768343,0.0,0.7594971796085382,0.5189943592170765,0.6690053518878623,0.34721000391583584,1.0,0.9761095537407116
1780-1859,published,unrestricted,log,N_rho2,False,True,-0.4752096294745243,-0.25141443916496853,0.08636517144982814,0.7776999954242239,0.5553999908484477,0.6217547046906832,0.6957038626629322,1.0,0.9699579092389241
1780-1859,published,unrestricted,level,N_rho2,False,True,-0.4707713226758041,-0.2549667640858412,0.09344475702588599,0.7749422534472886,0.5498845068945772,0.6245203757319625,0.7016956132012839,1.0,0.9919903538672464
1780-1859,published,ph_fixed,log,N_rho2,False,True,-0.4895033806916502,-0.25483413555717943,0.20221108633796447,0.7750450397142061,0.5500900794284124,0.6129307118393299,0.897475144911012,1.0,0.9507180232345971
1780-1859,published,ph_fixed,level,N_rho2,False,True,-0.4481510733310686,-0.2895240623574241,0.1720832887513923,0.7486197791374648,0.49723955827492955,0.6388081698636062,0.7783863477843381,1.0,0.9566786990553174
1780-1859,published,ph_free,log,N_rho2,False,True,-0.4752096292585273,-0.25141443920757617,0.08636517107804423,0.7776999953910879,0.555399990782176,0.7983281697147055,0.6957038619602468,0.7788209515983554,0.9699579092389241
1780-1859,published,ph_free,level,N_rho2,False,True,-0.47077132184512543,-0.2549667644470715,0.09344475632611125,0.774942253167356,0.5498845063347119,0.7836510552501679,0.7016956113957764,0.7969368152657822,0.9919903538672464
1780-1859,published,genetic,log,N_rho2,False,True,-0.4283132979211704,-0.26109170163418854,0.0,0.7702102868345864,0.5404205736691728,0.651607235623606,0.35214195608269305,1.0,0.9620245900808694
1780-1859,published,genetic,level,N_rho2,False,True,-0.40758667930013565,-0.2720653674727611,0.0,0.7618044622298084,0.5236089244596167,0.6652537851663194,0.3483328189436254,1.0,0.9690890090734751
1780-1859,literal_raw_flags,unrestricted,log,equal,False,True,-0.9905000626233561,-0.1994655289018327,0.49778546229165926,0.8191684579625684,0.6383369159251369,0.3713909258581339,1.6951857177406398,1.0,0.6510915719100506
1780-1859,literal_raw_flags,unrestricted,level,equal,False,True,-0.9906264667779183,-0.17061190927495468,0.4730702852876362,0.8431487281859014,0.6862974563718027,0.3713439834690577,1.7063627008911082,1.0,0.7821139073125732
1780-1859,literal_raw_flags,ph_fixed,log,equal,False,True,-0.6213003952274323,-0.26315509838665085,0.2631550983866509,0.7686226759288974,0.5372453518577949,0.537245351857795,0.9999999999999999,1.0,0.6138373369822294
1780-1859,literal_raw_flags,ph_fixed,level,equal,False,True,-0.6560487557777173,-0.2751623849686352,0.27516238496863515,0.7594487901435527,0.5188975802871053,0.5188975802871054,0.9999999999999999,1.0,0.7085234200395323
1780-1859,literal_raw_flags,ph_free,log,equal,False,True,-0.8381541440219865,-0.2229256421473335,0.2229256421473336,0.8001743463286427,0.6003486926572854,0.6003486926572855,0.9999999999999999,0.7204282112725555,0.6381871465392964
1780-1859,literal_raw_flags,ph_free,level,equal,False,True,-0.7663311150512879,-0.21737146649370653,0.21737146649370648,0.8046310203198277,0.6092620406396554,0.6092620406396555,0.9999999999999999,0.7627505064309364,0.738573869160717
1780-1859,literal_raw_flags,genetic,log,equal,False,True,-0.7455401737545684,-0.23486110905533994,0.0,0.7906806603865446,0.5813613207730893,0.47447793017903345,0.27584311616656454,1.0,0.60932180571035
1780-1859,literal_raw_flags,genetic,level,equal,False,True,-0.6913376660030427,-0.21702185901544238,0.0,0.8049123745206754,0.609824749041351,0.5009055763581552,0.3054646173960253,1.0,0.6423969354949786
1780-1859,literal_raw_flags,unrestricted,log,N,False,True,-1.0572432061539396,-0.187042952043894,0.568619312272244,0.8294081108467314,0.6588162216934628,0.34741223530341886,1.9291829889650352,1.0,0.6001444607886426
1780-1859,literal_raw_flags,unrestricted,level,N,False,True,-1.0684028720110341,-0.15447283605321363,0.5521024522463509,0.8568667677092482,0.7137335354184964,0.3435567836314427,1.9765853765959216,1.0,0.7192708082844058
1780-1859,literal_raw_flags,ph_fixed,log,N,False,True,-0.617142772160041,-0.26170010260527704,0.26170010260527704,0.7697418326665691,0.5394836653331383,0.5394836653331384,0.9999999999999999,1.0,0.5334436091283152
1780-1859,literal_raw_flags,ph_fixed,level,N,False,True,-0.6740633788658483,-0.28128025410717405,0.28128025410717417,0.7548167653362425,0.5096335306724851,0.5096335306724852,0.9999999999999999,1.0,0.5794349228576579
1780-1859,literal_raw_flags,ph_free,log,N,False,True,-0.9364660581343967,-0.20547975728894652,0.2054797572889465,0.8142565771609418,0.6285131543218837,0.6285131543218838,0.9999999999999999,0.6237112633614622,0.5838645713951343
1780-1859,literal_raw_flags,ph_free,level,N,False,True,-0.8539179508631661,-0.19877243689252333,0.19877243689252327,0.8197364138751768,0.6394728277503535,0.6394728277503536,0.9999999999999999,0.6657728037435163,0.6472307467210203
1780-1859,literal_raw_flags,genetic,log,N,False,True,-0.8926600863626785,-0.21062519887696612,0.0,0.8100776279949167,0.6201552559898335,0.4095648246095205,0.25399377865014844,1.0,0.5605816094777847
1780-1859,literal_raw_flags,genetic,level,N,False,True,-0.8391624041398767,-0.1904251843031275,0.0,0.8266075986392243,0.6532151972784486,0.43207227385545594,0.2822361756050395,1.0,0.5609740109599168
1780-1859,literal_raw_flags,unrestricted,log,normal_corr,False,True,-0.998365746714698,-0.19375295684828817,0.5309660931815923,0.8238614084493018,0.6477228168986036,0.3684811408877234,1.8020752878890223,1.0,0.6518707246919196
1780-1859,literal_raw_flags,unrestricted,log,normal_corr,True,True,-1.0695950666565297,-0.18495966332501945,0.5855883502470619,0.8311378085116304,0.6622756170232609,0.343147441130027,1.9855257664005035,1.0,0.6410169825124981
1780-1859,literal_raw_flags,unrestricted,level,normal_corr,False,True,-1.0216521409081014,-0.15835773185174637,0.5229289059586635,0.853544387332816,0.707088774665632,0.35999967838474045,1.87979282174698,1.0,0.7698027223664323
1780-1859,literal_raw_flags,unrestricted,level,normal_corr,True,False,-1.0816934690355446,-0.15188971139635546,0.5685613151846762,0.8590830225835302,0.7181660451670604,0.339020917815257,2.0338085710214426,1.0,0.7646167491114836
1780-1859,literal_raw_flags,ph_fixed,log,normal_corr,False,True,-0.6145623028645537,-0.26079506665341146,0.2607950666534114,0.7704387920378586,0.5408775840757173,0.5408775840757174,0.9999999999999998,1.0,0.6037740704285883
1780-1859,literal_raw_flags,ph_fixed,log,normal_corr,True,True,-0.6237425687153565,-0.26400792542910506,0.2640079254291051,0.7679674531609821,0.5359349063219642,0.5359349063219643,0.9999999999999999,1.0,0.5531489694568452
1780-1859,literal_raw_flags,ph_fixed,level,normal_corr,False,True,-0.6584620139124496,-0.27598616616901706,0.275986166169017,0.7588234281236824,0.5176468562473648,0.517646856247365,0.9999999999999999,1.0,0.672242001331288
1780-1859,literal_raw_flags,ph_fixed,level,normal_corr,True,True,-0.6905077920456815,-0.28680150201220694,0.28680150201220705,0.7506607186916612,0.5013214373833225,0.5013214373833226,0.9999999999999999,1.0,0.601424874323712
1780-1859,literal_raw_flags,ph_free,log,normal_corr,False,True,-0.856594585833279,-0.21591842902471683,0.21591842902471678,0.8058010291685569,0.6116020583371139,0.611602058337114,0.9999999999999999,0.6942513929440656,0.6361331687864882
1780-1859,literal_raw_flags,ph_free,log,normal_corr,True,False,-0.9345714471118344,-0.20575001367128573,0.2057500136712858,0.8140365488574682,0.6280730977149365,0.6280730977149366,0.9999999999999999,0.6253319029628923,0.5942460181375078
1780-1859,literal_raw_flags,ph_free,level,normal_corr,False,True,-0.7770620873502049,-0.21284277909985577,0.2128427790998558,0.8082832062405301,0.6165664124810601,0.6165664124810603,0.9999999999999999,0.7456694673657036,0.7077867281509342
1780-1859,literal_raw_flags,ph_free,level,normal_corr,True,False,-0.84647641588932,-0.201907493261173,0.20190749326117308,0.8171705182255841,0.6343410364511681,0.6343410364511682,0.9999999999999999,0.6761719582992747,0.642266821016821
1780-1859,literal_raw_flags,genetic,log,normal_corr,False,True,-0.7874898386442256,-0.22458136951035723,0.0,0.7988505719753662,0.5977011439507324,0.4549854499637135,0.27194532392425025,1.0,0.6076830840674216
1780-1859,literal_raw_flags,genetic,log,normal_corr,True,False,-0.9019207137682862,-0.2089033276381465,0.0,0.8114736789288255,0.6229473578576511,0.4057895052639319,0.2527855001505298,1.0,0.5590355380263985
1780-1859,literal_raw_flags,genetic,level,normal_corr,False,True,-0.7269720873857437,-0.20830210212684455,0.0,0.8119617042982981,0.6239234085965962,0.483370379763801,0.3015860949568619,1.0,0.60725604764689
1780-1859,literal_raw_flags,genetic,level,normal_corr,True,False,-0.8566985281601761,-0.18501321142677293,0.0,0.8310933038512698,0.6621866077025396,0.4245614487295453,0.2811389054954933,1.0,0.5309825570631799
1780-1859,literal_raw_flags,unrestricted,log,normal_log,False,True,-0.7499236388649718,-0.18474009322445006,0.2896228420166935,0.8313203215603033,0.6626406431206067,0.4724026245643565,1.2211607716596276,1.0,0.7763912090600784
1780-1859,literal_raw_flags,unrestricted,log,normal_log,True,True,-1.1671947898428232,-0.15867520587045986,0.6598270860911732,0.8532734521757314,0.7065469043514627,0.3112388080746478,2.3012429886524326,1.0,0.7138489528801818
1780-1859,literal_raw_flags,unrestricted,level,normal_log,False,True,-0.7992561008483129,-0.1571283306209994,0.31588663711454,0.8545943811526983,0.7091887623053965,0.44966334390945867,1.344109268900743,1.0,0.8280406163443804
1780-1859,literal_raw_flags,unrestricted,level,normal_log,True,False,-1.1438657872040954,-0.14105175267299547,0.6261976772155009,0.868444366217354,0.736888732434708,0.31858505619512456,2.2488240662655072,1.0,0.8146702340903056
1780-1859,literal_raw_flags,ph_fixed,log,normal_log,False,True,-0.5721046741807394,-0.24568544419738222,0.24568544419738228,0.782168221786365,0.5643364435727299,0.56433644357273,0.9999999999999999,1.0,0.738260468158317
1780-1859,literal_raw_flags,ph_fixed,log,normal_log,True,True,-0.7627917829359268,-0.31036225115328586,0.31036225115328586,0.7331813123363303,0.4663626246726607,0.46636262467266076,0.9999999999999999,1.0,0.2907328607830926
1780-1859,literal_raw_flags,ph_fixed,level,normal_log,False,True,-0.6018089560772888,-0.2562998479902911,0.25629984799029104,0.7739098786763223,0.5478197573526447,0.5478197573526448,0.9999999999999999,1.0,0.7831872657098694
1780-1859,literal_raw_flags,ph_fixed,level,normal_log,True,True,-0.7563387106890676,-0.30830539374377275,0.3083053937437728,0.7346909137363206,0.4693818274726411,0.4693818274726412,0.9999999999999999,1.0,0.46190772033056626
1780-1859,literal_raw_flags,ph_free,log,normal_log,False,True,-0.6634770241460066,-0.20679804525261355,0.20679804525261353,0.8131838597465165,0.626367719493033,0.6263677194930332,0.9999999999999999,0.8222922966220426,0.770265937807364
1780-1859,literal_raw_flags,ph_free,log,normal_log,True,False,-0.9233386710399676,-0.20802789231850585,0.20802789231850594,0.8121843826905164,0.6243687653810327,0.6243687653810328,0.9999999999999999,0.6361476706509331,0.42222356919771353
1780-1859,literal_raw_flags,ph_free,level,normal_log,False,True,-0.6478413052622582,-0.20724709211564454,0.20724709211564446,0.8128187840594105,0.625637568118821,0.6256375681188211,0.9999999999999999,0.836225249449093,0.8122632396511014
1780-1859,literal_raw_flags,ph_free,level,normal_log,True,True,-0.7563387110933911,-0.3083053938729306,0.3083053938729307,0.7346909136414295,0.46938182728285904,0.4693818272828591,0.9999999999999999,0.9999999999999999,0.4619077203229579
1780-1859,literal_raw_flags,genetic,log,normal_log,False,True,-0.4836188436558056,-0.2445497529166541,0.0,0.7830570280251268,0.5661140560502534,0.6165481583739377,0.3490365786873839,1.0,0.7050308553714388
